YEAR,PLAYER,AVERAGE
2001,José Coceres,274
2001,Tripp Isenhour,274
2001,Brandel Chamblee,273.9
2001,Jay Haas,273.7
2001,Len Mattiace,273.7
2001,Mark O'Meara,273.6
2001,Craig Parry,273.5
2001,Michael Muehr,273.4
2001,Glen Day,273.3
2001,Skip Kendall,273.1
2001,Spike McRoy,273.1
2001,Robert Gamez,272.8
2001,Scott Simpson,272.7
2001,Jim Furyk,272.5
2001,Fred Funk,272.1
2001,Mark Wiebe,271.9
2001,Jean Van de Velde,271.7
2001,Doug Barron,271.6
2001,Tom Byrum,271.5
2001,Scott Verplank,271.3
2001,Blaine McCallister,271.2
2001,Larry Mize,270.9
2001,Tom Scherrer,270.8
2001,John Cook,270.7
2001,Glen Hnatiuk,270.7
2001,Sean Murphy,270.7
2001,Dan Forsman,270.6
2001,Kirk Triplett,269.9
2001,David Frost,269.5
2001,Bernhard Langer,269.5
2001,Jay Don Blake,269.1
2001,Greg Kraft,269
2001,Fulton Allem,268.9
2001,Jeff Hart,268.4
2001,Franklin Langham,268
2001,Brian Gay,267.1
2001,Paul Goydos,267.1
2001,José María Olazábal,266.8
2001,Pete Jordan,266
2001,Willie Wood,265.8
2001,Mark Brooks,265.5
2001,Esteban Toledo,264.8
2001,Loren Roberts,261.6
2001,Corey Pavin,252.7
2000,John Daly,301.4
2000,Tiger Woods,298
2000,Davis Love III,288.7
2000,Phil Mickelson,288.7
2000,Scott McCarron,288.5
2000,Casey Martin,288.3
2000,Harrison Frazar,287.3
2000,Stuart Appleby,286.4
2000,Mathew Goggin,286.3
2000,Robert Allenby,285.8
2000,Rory Sabbatini,285.5
2000,Tim Herron,285
2000,Fred Couples,284.7
2000,Carl Paulson,284.6
2000,Kelly Gibson,284.3
2000,Dennis Paulson,284.3
2000,Barry Cheesman,284.1
2000,David Duval,283.5
2000,Paul Stankowski,283.4
2000,Duffy Waldorf,283.4
2000,Kenny Perry,282.8
2000,Michael Clark II,282.1
2000,Brandt Jobe,281.7
2000,Craig Barlow,281.3
2000,Aaron Bengoechea,281.2
2000,Shigeki Maruyama,281.1
2000,Bill Glasson,280.8
2000,Tommy Armour III,280.3
2000,Cameron Beckman,280.1
2000,Vijay Singh,279.9
2000,Mark Calcavecchia,279.7
2000,Steve Flesch,279.2
2000,Grant Waite,279
2000,Robert Damron,278.9
2000,J.L. Lewis,278.9
2000,Tom Purtzer,278.9
2000,Doug Dunakey,278.7
2000,Ernie Els,278.4
2000,Sergio Garcia,278.3
2000,Andrew Magee,278.3
2000,Steve Jones,278.2
2000,Greg Chalmers,278.1
2000,David Peoples,278
2000,Bob Heintz,277.9
2000,Rich Beem,277.8
2000,Stewart Cink,277.8
2000,Charles Raulerson,277.7
2000,Bob Burns,277.6
2000,Chris DiMarco,277.6
2000,Paul Azinger,277.5
2000,John Rollins,277.5
2000,Steve Lowery,277.1
2000,Shaun Micheel,277.1
2000,Joe Ogilvie,277
2000,Steve Stricker,276.8
2000,Brad Elder,276.6
2000,Bob May,276.4
2000,Brett Quigley,276.4
2000,Craig Stadler,276.4
2000,Ted Tryba,276.4
2000,Edward Fryatt,276.2
2000,Jean Van de Velde,276
2000,Peter Jacobsen,275.8
2000,Jay Williamson,275.8
2000,Bobby Cochran,275.7
2000,Michael Bradley,275.5
2000,Hal Sutton,275.4
2000,Joel Edwards,275.2
2000,Carlos Franco,275.2
2000,David Toms,275.2
2000,Jonathan Kaye,275.1
2000,Russ Cochran,275
2000,K.J. Choi,274.9
2000,Robin Freeman,274.9
2000,Jason Buha,274.8
2000,Chris Perry,274.8
2000,Tommy Tolles,274.8
2000,Stephen Ames,274.7
2000,Scott Dunlap,274.7
2000,Jerry Kelly,274.6
2000,Woody Austin,274.5
2000,Steve Elkington,274.5
2000,Lee Janzen,274.4
2000,Tom Scherrer,274.1
2000,Jay Delsing,273.9
2000,Brent Geiberger,273.8
2000,John Huston,273.8
2000,Rocco Mediate,273.6
2000,Ben Bates,273.5
2000,Jeff Gove,273.4
2000,David Sutherland,273.4
2000,Kirk Triplett,273.4
2000,Notah Begay III,273.3
2000,Franklin Langham,273.3
2000,Jesper Parnevik,273.3
2000,Kevin Sutherland,273.3
2000,Brandel Chamblee,273.2
2000,Len Mattiace,273.2
2000,Nick Price,273.2
2000,Joey Sindelar,273.2
2000,Craig Spence,273.2
2000,Craig Perks,273.1
2000,Tom Lehman,273
2000,Chris Riley,272.9
2000,Billy Andrade,272.7
2000,Jason Caron,272.7
2000,Justin Leonard,272.7
2000,Jeff Maggert,272.7
2000,Eric Booker,272.5
2000,Dudley Hart,272.3
2000,Mike Sposa,272.3
2000,Steve Gotsche,272.2
2000,Neal Lancaster,272.2
2000,David Morland IV,272.2
2000,Mike Weir,272.2
2000,Joe Durant,272.1
2000,Brian Henninger,272.1
2000,Bradley Hughes,272.1
2000,Gabriel Hjertstedt,272
2000,J.P. Hayes,271.9
2000,Perry Moss,271.8
2000,Craig Parry,271.7
2000,Jim McGovern,271.6
2000,Sean Murphy,271.6
2000,Skip Kendall,271.5
2000,Robert Gamez,271.2
2000,Frank Nobilo,271
2000,Steve Pate,271
2000,Rick Fehr,270.8
2000,Tom Pernice Jr.,270.7
2000,Scott Hoch,270.6
2000,Bob Tway,270.6
2000,Ronnie Black,270.4
2000,Brian Watts,270.4
2000,Jimmy Green,270.2
2000,Jim Furyk,269.9
2000,Kevin Wentworth,269.8
2000,Trevor Dodds,269.7
2000,Frank Lickliter II,269.5
2000,Blaine McCallister,269.4
2000,Mark Wiebe,269.2
2000,Gary Nicklaus,269.1
2000,John Cook,268.6
2000,Dan Forsman,268.6
2000,Scott Verplank,268.6
2000,Bob Estes,268.4
2000,Doug Barron,268.3
2000,Nick Faldo,268.3
2000,Matt Gogel,268.3
2000,Glen Day,268.1
2000,Billy Mayfair,268
2000,Mark O'Meara,267.9
2000,Tom Byrum,267.8
2000,Greg Kraft,267.7
2000,Mike Springer,267.6
2000,Mike Brisky,267.4
2000,"Dave Stockton, Jr.",267.2
2000,Omar Uresti,267.2
2000,Joe Ozaki,267.1
2000,Olin Browne,266.9
2000,Dicky Pride,266.8
2000,Fred Funk,266.6
2000,Jim Carter,266.4
2000,Jay Haas,266.3
2000,Jay Don Blake,266.2
2000,Emlyn Aubrey,265.3
2000,Jeff Sluman,265
2000,Fulton Allem,264.8
2000,P.H. Horgan III,264.8
2000,Brian Gay,264.6
2000,Brad Faxon,264.4
2000,Ryan Howison,264.4
2000,David Frost,264.2
2000,Larry Mize,264.2
2000,Jerry Smith,264.1
2000,Bart Bryant,263.7
2000,Mark Brooks,263.6
2000,Brad Fabel,263.6
2000,Paul Goydos,263.4
2000,Nolan Henke,262.9
2000,Mike Hulbert,262.4
2000,Scott Gump,262.1
2000,Glen Hnatiuk,262.1
2000,Pete Jordan,262.1
2000,Keith Nolan,262.1
2000,Bob Friend,261.4
2000,Craig Bowden,260.4
2000,Steve Hart,259.7
2000,John Maginnes,259.7
2000,Esteban Toledo,259.2
2000,Chip Beck,258.1
2000,Loren Roberts,257.9
2000,Paul Curry,255.8
2000,Mike Reid,251.6
2000,Corey Pavin,251.3
1999,John Daly,305.6
1999,Chris Couch,295.8
1999,Tiger Woods,293.1
1999,Rory Sabbatini,292.7
1999,Harrison Frazar,290.5
1999,Chris Smith,287.2
1999,Barry Cheesman,287.1
1999,Scott McCarron,287.1
1999,David Duval,286.8
1999,Dennis Paulson,286.3
1999,Phil Mickelson,285.7
1999,Tim Herron,284.8
1999,Vijay Singh,284.3
1999,Notah Begay III,283.8
1999,Fred Couples,283.4
1999,Charles Warren,283.4
1999,Davis Love III,283
1999,John Elliott,282.9
1999,Tommy Armour III,281.2
1999,"Jim Gallagher, Jr.",280.9
1999,Bo Van Pelt,280.7
1999,Craig Barlow,280.4
1999,Kenny Perry,280.4
1999,Grant Waite,280.4
1999,Stuart Appleby,280.1
1999,Cameron Beckman,280.1
1999,Jonathan Kaye,279.9
1999,Andrew Magee,279.9
1999,Duffy Waldorf,279.9
1999,Paul Stankowski,279.6
1999,Robert Allenby,279.5
1999,Michael Bradley,279.5
1999,J.L. Lewis,279.5
1999,Bill Glasson,279
1999,Katsumasa Miyamoto,279
1999,David Seawell,278.8
1999,Ted Tryba,278.5
1999,Ernie Els,278.2
1999,Charles Raulerson,278.1
1999,Perry Moss,278
1999,Carlos Franco,277.9
1999,Gabriel Hjertstedt,277.6
1999,Joe Ogilvie,277.6
1999,Chris Perry,277.4
1999,Tom Purtzer,277.3
1999,Craig Stadler,277.2
1999,J.P. Hayes,277.1
1999,Stewart Cink,276.9
1999,Phil Blackmar,276.8
1999,Emlyn Aubrey,276.7
1999,Brett Quigley,276.7
1999,Tom Scherrer,276.4
1999,Hal Sutton,276.4
1999,Kirk Triplett,276.4
1999,Dudley Hart,276.3
1999,Robert Damron,276.2
1999,Peter Jacobsen,276.2
1999,Tommy Tolles,276.2
1999,Woody Austin,276
1999,Greg Chalmers,276
1999,Tom Lehman,275.6
1999,Russ Cochran,275.4
1999,David Toms,275.4
1999,Trevor Dodds,275.2
1999,Steve Stricker,275.2
1999,Jimmy Green,275.1
1999,Chris DiMarco,275
1999,Deane Pappas,275
1999,Doug Dunakey,274.9
1999,Briny Baird,274.8
1999,Bob Burns,274.8
1999,Dan Forsman,274.8
1999,Mike Weir,274.8
1999,Mark Calcavecchia,274.7
1999,Steve Flesch,274.7
1999,Ted Purdy,274.5
1999,Steve Jones,274.4
1999,Bob Tway,274.4
1999,Ronnie Black,274.3
1999,Bradley Hughes,274.2
1999,Nick Price,274
1999,Brent Geiberger,273.9
1999,Scott Dunlap,273.7
1999,Jay Williamson,273.6
1999,Eric Booker,273.4
1999,Paul Azinger,273.1
1999,Rich Beem,272.9
1999,Neal Lancaster,272.8
1999,Jerry Kelly,272.7
1999,Joe Ozaki,272.5
1999,Kevin Sutherland,272.5
1999,John Huston,272.4
1999,Jesper Parnevik,272.4
1999,Jay Delsing,272.3
1999,Brian Henninger,272
1999,Steve Lowery,271.9
1999,Glen Day,271.8
1999,Robin Freeman,271.8
1999,Chris Riley,271.6
1999,Rocco Mediate,271.4
1999,Justin Leonard,271.2
1999,Stephen Ames,270.9
1999,Tom Kite,270.9
1999,Tom Pernice Jr.,270.8
1999,Phil Tataurangi,270.8
1999,Scott Verplank,270.8
1999,Clarence Rose,270.7
1999,Franklin Langham,270.5
1999,Skip Kendall,270.3
1999,Blaine McCallister,270.3
1999,"Dave Stockton, Jr.",270.3
1999,Kent Jones,270.1
1999,Len Mattiace,270.1
1999,Joe Durant,270
1999,Craig Parry,270
1999,Ben Bates,269.9
1999,Jeff Maggert,269.9
1999,Jeff Brehaut,269.8
1999,Fred Funk,269.7
1999,Billy Mayfair,269.7
1999,Steve Pate,269.7
1999,Billy Andrade,269.5
1999,Steve Elkington,269.5
1999,Mike Springer,269.5
1999,Fuzzy Zoeller,269.5
1999,David Sutherland,269.4
1999,Bob Estes,269.2
1999,Jeff Sluman,269.1
1999,Joey Sindelar,269
1999,Brian Gay,268.9
1999,Ty Armstrong,268.8
1999,Doug Barron,268.8
1999,Alan Bratton,268.8
1999,Brandel Chamblee,268.7
1999,Kevin Wentworth,268.7
1999,Mike Sposa,268.4
1999,David Frost,268.2
1999,P.H. Horgan III,268.2
1999,Brad Fabel,268.1
1999,Jeff Gallagher,268
1999,Rick Fehr,267.9
1999,Frank Lickliter II,267.8
1999,Mark Wiebe,267.8
1999,Scott Hoch,267.5
1999,Lee Janzen,267.4
1999,Geoffrey Sisk,267.4
1999,Brian Watts,267.4
1999,Sean Murphy,267.2
1999,Greg Kraft,267.1
1999,Steve Jurgensen,266.9
1999,Mark O'Meara,266.9
1999,Jay Don Blake,266.8
1999,Payne Stewart,266.7
1999,Jay Haas,266.5
1999,Mike Hulbert,266.4
1999,Jim Carter,266.3
1999,Scott Gump,266.2
1999,Brad Faxon,265.9
1999,Dicky Pride,265.9
1999,Paul Goydos,265.8
1999,Mike Brisky,265.5
1999,Jim Furyk,265.5
1999,Olin Browne,265.4
1999,Frank Nobilo,265.4
1999,John Cook,265.3
1999,Danny Briggs,265
1999,Mark Brooks,265
1999,Omar Uresti,264.9
1999,Pete Jordan,264.8
1999,D.A. Weibring,264.4
1999,Robert Gamez,264.3
1999,Larry Mize,264.1
1999,Lee Rinker,264
1999,Clark Dennis,263.9
1999,Bob Friend,263.6
1999,John Maginnes,263.3
1999,Tom Byrum,263.1
1999,David Ogrin,262
1999,Fulton Allem,261.9
1999,Tim Loustalot,261.4
1999,Esteban Toledo,261.3
1999,Nolan Henke,260.3
1999,Doug Martin,259
1999,Lee Porter,259
1999,Chip Beck,258.8
1999,Scott Simpson,256.9
1999,Lanny Wadkins,256.9
1999,Mike Reid,256.7
1999,Larry Rinker,255.4
1999,Willie Wood,255.2
1999,Loren Roberts,254.8
1999,Corey Pavin,252.5
1998,John Daly,299.4
1998,Tiger Woods,296.3
1998,Harrison Frazar,289.8
1998,Fred Couples,289.1
1998,Scott McCarron,289.1
1998,David Duval,286.8
1998,Barry Cheesman,284.1
1998,Vance Veazey,283.9
1998,Phil Mickelson,283.4
1998,Kelly Gibson,283
1998,Steve Jones,281.7
1998,Steve Flesch,281.6
1998,Tommy Armour III,281.5
1998,Chris Smith,281.3
1998,J.L. Lewis,281.2
1998,Davis Love III,281.2
1998,Tim Herron,281.1
1998,Kenny Perry,280.4
1998,Gary Hallberg,280.1
1998,Vijay Singh,279.9
1998,"Jim Gallagher, Jr.",279.7
1998,Bradley Hughes,279.7
1998,Jay Delsing,279.6
1998,John Adams,279.4
1998,Stuart Appleby,279.3
1998,John Huston,279.3
1998,Robert Damron,279
1998,Mark Calcavecchia,278.4
1998,Richie Coughlan,278.2
1998,Duffy Waldorf,278.2
1998,Tom Pernice Jr.,278
1998,R.W. Eaks,277.7
1998,Craig Barlow,277.4
1998,Steve Lowery,277.4
1998,Brett Quigley,277.4
1998,Paul Azinger,277.3
1998,Ted Tryba,276.5
1998,Grant Waite,276.5
1998,Peter Jacobsen,276.3
1998,Keith Fergus,276
1998,Phil Blackmar,275.9
1998,Ernie Els,275.4
1998,Sandy Lyle,275.3
1998,Paul Stankowski,275.1
1998,Brian Henninger,274.9
1998,Lee Janzen,274.9
1998,Andy Bean,274.8
1998,Trevor Dodds,274.8
1998,Dan Forsman,274.7
1998,Bob Tway,274.5
1998,Brandel Chamblee,274.4
1998,Brent Geiberger,274.3
1998,Nick Price,273.9
1998,Jerry Kelly,273.7
1998,Dudley Hart,273.6
1998,Andrew Magee,273.6
1998,Craig Stadler,273.5
1998,Hal Sutton,273.2
1998,Tommy Tolles,273.2
1998,Mike Standly,273.1
1998,Jim McGovern,273
1998,Michael Bradley,272.9
1998,Hugh Royer III,272.9
1998,J.P. Hayes,272.7
1998,Kevin Wentworth,272.7
1998,"Dave Stockton, Jr.",272.6
1998,Steve Stricker,272.6
1998,Scott Verplank,272.6
1998,Mike Springer,272.5
1998,Blaine McCallister,272.4
1998,Stewart Cink,272.3
1998,Glen Day,272.3
1998,Ronnie Black,272.1
1998,Russ Cochran,272
1998,Guy Boros,271.9
1998,Chris DiMarco,271.8
1998,Ben Bates,271.5
1998,David Toms,271.5
1998,Rick Fehr,271.3
1998,Mike Weir,271.3
1998,Steve Pate,271.2
1998,Franklin Langham,271
1998,Gabriel Hjertstedt,270.9
1998,Jonathan Kaye,270.8
1998,Greg Kraft,270.8
1998,Payne Stewart,270.8
1998,Kevin Sutherland,270.8
1998,Rocco Mediate,270.7
1998,Chris Perry,270.6
1998,John Riegger,270.5
1998,Tom Lehman,270.4
1998,Billy Mayfair,270.2
1998,Steve Jurgensen,270.1
1998,Neal Lancaster,269.7
1998,Kent Jones,269.6
1998,Bobby Wadkins,269.6
1998,Doug Barron,269.5
1998,Bob Gilder,269.5
1998,Joey Sindelar,269.5
1998,Tim Conley,269.4
1998,Craig Parry,269.4
1998,David Sutherland,269.3
1998,Stephen Ames,269.1
1998,P.H. Horgan III,269.1
1998,Mike Hulbert,269.1
1998,Bob Estes,269
1998,Skip Kendall,269
1998,Joe Durant,268.9
1998,Robert Gamez,268.9
1998,Jim Furyk,268.8
1998,Mark Carnevale,268.7
1998,Brian Kamm,268.5
1998,Brad Fabel,268.2
1998,Mark Wiebe,268.2
1998,Mark Wurtz,268.2
1998,Iain Steel,268.1
1998,Scott Hoch,268
1998,Mark O'Meara,268
1998,Clarence Rose,267.8
1998,Billy Andrade,267.7
1998,Donnie Hammond,267.6
1998,Frank Nobilo,267.6
1998,Mike Small,267.6
1998,Billy Ray Brown,267.5
1998,Phil Tataurangi,267.5
1998,Fred Funk,267.4
1998,Joe Ozaki,267.4
1998,Justin Leonard,267.2
1998,Mark Brooks,267.1
1998,Keith Nolan,267.1
1998,Jeff Gallagher,267
1998,Kirk Triplett,267
1998,Paul Goydos,266.9
1998,Omar Uresti,266.9
1998,Jay Don Blake,266.7
1998,Glen Hnatiuk,266.7
1998,David Ogrin,266.7
1998,Jeff Sluman,266.5
1998,Jim Estes,266.1
1998,Guy Hill,265.9
1998,Tom Kite,265.9
1998,Jesper Parnevik,265.9
1998,Dave Barr,265.7
1998,Jeff Maggert,265.7
1998,Jay Haas,265.6
1998,Joe Daley,265.4
1998,Clark Dennis,265.4
1998,Nolan Henke,265.4
1998,Jimmy Johnston,265.3
1998,Lee Rinker,265.2
1998,Jim Carter,265
1998,Scott Gump,264.8
1998,David Frost,264.6
1998,Larry Mize,264.4
1998,Tom Byrum,264.2
1998,Nick Faldo,264.2
1998,Bob Friend,264.2
1998,Frank Lickliter II,264.1
1998,Sonny Skinner,264.1
1998,Chip Beck,263.9
1998,Len Mattiace,263.8
1998,Olin Browne,263.3
1998,Fulton Allem,263.2
1998,John Cook,263.2
1998,Tim Loustalot,263.2
1998,Bobby Gage,262.7
1998,Brad Faxon,262.6
1998,Fuzzy Zoeller,262.6
1998,Spike McRoy,261.7
1998,Pete Jordan,261.4
1998,Curtis Strange,261.1
1998,David Edwards,260.8
1998,Esteban Toledo,260.4
1998,D.A. Weibring,260.2
1998,Willie Wood,260
1998,Scott Simpson,259.9
1998,Lee Porter,259.1
1998,Loren Roberts,258
1998,Doug Martin,257.9
1998,Mike Brisky,257.6
1998,Bruce Fleisher,256.7
1998,Don Pooley,256.6
1998,Larry Rinker,256.5
1998,Mike Reid,256
1998,Dicky Pride,255.6
1998,Lennie Clements,252.3
1998,John Morse,250.8
1998,Corey Pavin,249
1997,John Daly,302
1997,Tiger Woods,294.8
1997,Bill Glasson,287.5
1997,Davis Love III,285.8
1997,Phil Mickelson,284.1
1997,Chip Sullivan,284.1
1997,Scott McCarron,283.8
1997,Fred Couples,283.5
1997,John Adams,280.9
1997,Vijay Singh,280.9
1997,Kelly Gibson,280.2
1997,David Duval,280.1
1997,Tim Herron,279.7
1997,Mark Calcavecchia,279.1
1997,Duffy Waldorf,279
1997,Grant Waite,278.6
1997,Stuart Appleby,278.4
1997,Steve Jones,278.2
1997,Hideki Kase,278.1
1997,Steve Lowery,277.8
1997,Paul Stankowski,277.5
1997,Tom Purtzer,277.2
1997,Kenny Perry,277
1997,Brent Geiberger,276.9
1997,Larry Silveira,276.8
1997,Brian Henninger,276.3
1997,Michael Christie,276.1
1997,Marco Dawson,276.1
1997,Shaun Micheel,276
1997,"Dave Stockton, Jr.",275.7
1997,"David Berganio, Jr.",275.2
1997,Bradley Hughes,275.2
1997,Tommy Tolles,275
1997,Steve Stricker,274.8
1997,Robert Gamez,274.6
1997,Tom Pernice Jr.,274.6
1997,Jay Delsing,274.4
1997,Brett Quigley,274.4
1997,Ted Tryba,274.4
1997,Phil Blackmar,274.3
1997,Andrew Magee,274.1
1997,Michael Bradley,273.8
1997,Joe Durant,273.3
1997,Robin Freeman,273.2
1997,"Jim Gallagher, Jr.",273.1
1997,Tommy Armour III,272.7
1997,Paul Azinger,272.7
1997,Rocco Mediate,272.7
1997,Keith Fergus,272.5
1997,David Toms,272.3
1997,Eric Johnson,272.1
1997,Ernie Els,271.6
1997,Todd Demsey,271.5
1997,Larry Nelson,271.5
1997,Tom Lehman,271.4
1997,Dan Forsman,271.1
1997,Payne Stewart,270.9
1997,Hal Sutton,270.9
1997,Lee Janzen,270.7
1997,Frank Nobilo,270.7
1997,Mike Standly,270.6
1997,Russ Cochran,270.5
1997,Hugh Royer III,270.4
1997,Bob Tway,270.3
1997,Ken Green,270.2
1997,Anthony Rodriguez,270.1
1997,Dudley Hart,269.9
1997,Stewart Cink,269.8
1997,Robert Damron,269.8
1997,Jim McGovern,269.7
1997,Donnie Hammond,269.6
1997,Tom Kite,269.3
1997,Tom Byrum,269.1
1997,Ronnie Black,269
1997,Brad Bryant,268.8
1997,Greg Norman,268.8
1997,Paul Goydos,268.5
1997,Neal Lancaster,268.5
1997,Steve Elkington,268.1
1997,Sandy Lyle,268.1
1997,Jay Don Blake,268
1997,Jay Haas,268
1997,Billy Ray Brown,267.9
1997,Brandel Chamblee,267.9
1997,John Huston,267.9
1997,Len Mattiace,267.8
1997,Billy Mayfair,267.8
1997,Ed Dougherty,267.7
1997,Gabriel Hjertstedt,267.7
1997,Peter Jacobsen,267.7
1997,Taylor Smith,267.7
1997,Jimmy Johnston,267.5
1997,Mark Wiebe,267.5
1997,Frank Lickliter II,267.3
1997,Nick Price,267.3
1997,Scott Dunlap,267.2
1997,P.H. Horgan III,267.2
1997,David Sutherland,267.2
1997,Woody Austin,267.1
1997,Skip Kendall,266.9
1997,Craig Stadler,266.9
1997,Joey Sindelar,266.7
1997,Jeff Sluman,266.6
1997,Billy Andrade,266.5
1997,Tom Watson,266.5
1997,Jack O'Keefe,266.3
1997,Steve Pate,266.2
1997,Jerry Kelly,266.1
1997,Jesper Parnevik,266.1
1997,Howard Twitty,266.1
1997,Jimmy Green,265.6
1997,Kevin Sutherland,265.6
1997,Craig Kanada,265.5
1997,Greg Kraft,265.4
1997,Shane Bertsch,265.2
1997,Kevin Burton,265
1997,Bob Estes,265
1997,Mike Springer,264.9
1997,Doug Barron,264.8
1997,Joe Ozaki,264.7
1997,Clarence Rose,264.5
1997,Gene Sauers,264.5
1997,Patrick Burke,264.4
1997,Pete Jordan,264.4
1997,Jeff Maggert,264.3
1997,Craig Parry,264.3
1997,Lee Porter,264.3
1997,John Wilson,264.2
1997,Glen Day,264.1
1997,Mike Hulbert,264.1
1997,Jim Carter,264
1997,John Cook,263.9
1997,J.P. Hayes,263.9
1997,Phil Tataurangi,263.9
1997,Nolan Henke,263.8
1997,Bob Wolcott,263.8
1997,Curtis Strange,263.7
1997,Kirk Triplett,263.7
1997,Rick Fehr,263.6
1997,Craig Bowden,263.4
1997,David Ogrin,263.3
1997,Blaine McCallister,263.2
1997,Chris Perry,263
1997,Jim Furyk,262.9
1997,Fuzzy Zoeller,262.9
1997,Guy Boros,262.7
1997,Scott Gump,262.6
1997,Olin Browne,261.9
1997,Brian Claar,261.9
1997,Nick Faldo,261.8
1997,David Frost,261.8
1997,Scott Simpson,261.8
1997,Mark O'Meara,261.7
1997,Brad Fabel,261.6
1997,Scott Verplank,261.6
1997,Lee Rinker,261.4
1997,John Dowdall,261.2
1997,Lanny Wadkins,261.2
1997,Mike Brisky,261.1
1997,Spike McRoy,260.8
1997,Scott Hoch,260.7
1997,D.A. Weibring,260.6
1997,Paul Claxton,260.5
1997,Fred Funk,260.2
1997,Brad Faxon,260.1
1997,Dicky Pride,260.1
1997,Joel Edwards,259.8
1997,Tim Simpson,259.6
1997,Chip Beck,259.5
1997,Rafael Alarcon,259.3
1997,Mark Brooks,259.3
1997,Justin Leonard,259.2
1997,Wayne Levi,258.8
1997,Willie Wood,258.8
1997,Fulton Allem,258.5
1997,Don Pooley,258.4
1997,John Maginnes,258.3
1997,Emlyn Aubrey,258.1
1997,Jeff Hart,257.9
1997,Larry Mize,257.6
1997,Larry Rinker,257.4
1997,Sonny Skinner,257.2
1997,Bruce Fleisher,257.1
1997,Omar Uresti,256.4
1997,Steve Hart,256.3
1997,Allen Doyle,256.2
1997,Doug Martin,255.6
1997,Tray Tyner,255.5
1997,David Edwards,254.4
1997,Mike Reid,253.7
1997,Loren Roberts,251.4
1997,Lennie Clements,251.2
1997,Corey Pavin,250.9
1997,John Morse,250.6
1997,Ed Fiori,244.8
